Consumer;Session;Rank;Product;Base;Dose;Light_dark;Intensity;Sweet;Acidity;Bitterness;Fluid_thick;Liking;Typicity
J24;S2;3;362;orange;0;t.light;n.e.intense;t.sweet;n.e.acid;n.e.bitter;t.thick;1;3
J24;S1;1;431;apple;10;t.dark;n.e.intense;t.sweet;r.n.e.acid;r.n.e.bitter;t.thick;7;3
J24;S2;4;431;apple;10;r.t.dark;r.t.intense;r.t.sweet;r.n.e.acid;r.n.e.bitter;r.t.thick;0;0
J24;S1;2;518;pineapple;10;t.dark;n.e.intense;n.e.sweet;t.acid;t.bitter;JAR;6;8
J24;S2;6;518;pineapple;10;t.dark;n.e.intense;t.sweet;n.e.acid;JAR;JAR;6;7
J24;S1;6;694;orange;10;JAR;n.e.intense;t.sweet;n.e.acid;n.e.bitter;JAR;6;6
J24;S2;9;694;orange;10;JAR;JAR;JAR;JAR;JAR;JAR;8;8
J24;S1;8;759;apple;20;r.t.dark;t.intense;r.t.sweet;r.n.e.acid;r.n.e.bitter;r.t.thick;0;0
J24;S2;7;759;apple;20;r.t.dark;r.t.intense;r.t.sweet;r.n.e.acid;r.n.e.bitter;r.t.thick;0;0
J24;S1;9;876;pineapple;20;t.dark;JAR;t.sweet;n.e.acid;JAR;t.thick;6;8
J24;S2;5;876;pineapple;20;JAR;n.e.intense;t.sweet;n.e.acid;n.e.bitter;t.thick;7;7
J24;S1;5;983;orange;20;r.t.dark;r.n.e.intense;r.t.sweet;r.n.e.acid;n.e.bitter;t.thick;1;2
J24;S2;1;983;orange;20;t.dark;n.e.intense;t.sweet;n.e.acid;n.e.bitter;t.thick;3;3
J25;S1;3;127;apple;0;r.t.light;t.intense;r.t.sweet;n.e.acid;n.e.bitter;r.t.fluid;4;3
J25;S2;4;127;apple;0;r.t.light;t.intense;r.t.sweet;r.n.e.acid;r.n.e.bitter;r.t.fluid;2;2
J25;S1;9;245;pineapple;0;t.light;t.intense;JAR;n.e.acid;n.e.bitter;JAR;4;4
J25;S2;3;245;pineapple;0;r.t.light;n.e.intense;JAR;JAR;JAR;JAR;6;5
J25;S1;6;362;orange;0;t.light;JAR;t.sweet;n.e.acid;n.e.bitter;t.fluid;1;1
J25;S2;7;362;orange;0;t.light;JAR;r.t.sweet;n.e.acid;n.e.bitter;t.fluid;3;3
J25;S1;7;431;apple;10;t.dark;t.intense;r.t.sweet;r.n.e.acid;r.n.e.bitter;r.t.thick;0;1
J25;S2;1;431;apple;10;t.dark;JAR;r.t.sweet;n.e.acid;n.e.bitter;JAR;3;3
J25;S1;5;518;pineapple;10;JAR;JAR;JAR;JAR;JAR;JAR;7;7
J25;S2;2;518;pineapple;10;JAR;JAR;JAR;JAR;JAR;JAR;8;8
J25;S1;1;694;orange;10;JAR;JAR;r.t.sweet;n.e.acid;n.e.bitter;JAR;5;3
J25;S2;6;694;orange;10;JAR;JAR;t.sweet;n.e.acid;n.e.bitter;JAR;5;5
J25;S1;2;759;apple;20;t.dark;JAR;r.t.sweet;t.acid;r.n.e.bitter;t.thick;1;0
J25;S2;8;759;apple;20;r.t.dark;t.intense;r.t.sweet;r.n.e.acid;r.n.e.bitter;t.thick;2;2
J25;S1;4;876;pineapple;20;JAR;JAR;JAR;JAR;JAR;JAR;6;6
J25;S2;9;876;pineapple;20;JAR;JAR;JAR;JAR;JAR;JAR;8;8
J25;S1;8;983;orange;20;JAR;JAR;t.sweet;n.e.acid;JAR;JAR;5;4
J25;S2;5;983;orange;20;t.dark;JAR;t.sweet;JAR;JAR;JAR;5;4
J26;S1;7;127;apple;0;r.t.light;t.intense;t.sweet;t.acid;JAR;t.thick;1;3
J26;S2;3;127;apple;0;r.t.light;JAR;t.sweet;t.acid;JAR;JAR;2;7
J26;S1;6;245;pineapple;0;r.t.light;n.e.intense;JAR;t.acid;JAR;JAR;7;7
J26;S2;9;245;pineapple;0;JAR;JAR;JAR;t.acid;JAR;JAR;8;7
J26;S1;2;362;orange;0;t.light;n.e.intense;t.sweet;t.acid;n.e.bitter;t.fluid;3;4
J26;S2;6;362;orange;0;t.light;t.intense;JAR;n.e.acid;n.e.bitter;JAR;7;6
J26;S1;8;431;apple;10;r.t.light;n.e.intense;t.sweet;t.acid;JAR;JAR;1;3
J26;S2;7;431;apple;10;t.light;t.intense;JAR;t.acid;JAR;t.thick;4;6
J26;S1;9;518;pineapple;10;JAR;JAR;n.e.sweet;t.acid;t.bitter;JAR;4;5
J26;S2;5;518;pineapple;10;t.dark;JAR;JAR;JAR;t.bitter;t.thick;7;5
J26;S1;5;694;orange;10;JAR;r.n.e.intense;n.e.sweet;t.acid;JAR;JAR;6;4
J26;S2;1;694;orange;10;JAR;n.e.intense;t.sweet;n.e.acid;JAR;JAR;4;6
J26;S1;3;759;apple;20;t.dark;r.n.e.intense;t.sweet;n.e.acid;n.e.bitter;JAR;0;1
J26;S2;2;759;apple;20;r.t.dark;t.intense;t.sweet;n.e.acid;t.bitter;t.thick;3;7
J26;S1;1;876;pineapple;20;t.dark;JAR;r.t.sweet;JAR;JAR;JAR;5;7
J26;S2;4;876;pineapple;20;t.dark;JAR;n.e.sweet;n.e.acid;JAR;t.thick;6;4
J26;S1;4;983;orange;20;JAR;n.e.intense;JAR;JAR;t.bitter;JAR;5;4
J26;S2;8;983;orange;20;t.dark;JAR;JAR;JAR;n.e.bitter;t.thick;7;5
J27;S1;6;127;apple;0;t.light;r.t.intense;JAR;n.e.acid;n.e.bitter;t.thick;2;2
J27;S2;7;127;apple;0;t.light;JAR;t.sweet;n.e.acid;JAR;JAR;9;10
J27;S1;1;245;pineapple;0;t.dark;JAR;JAR;n.e.acid;JAR;JAR;6;9
J27;S2;6;245;pineapple;0;JAR;JAR;JAR;JAR;JAR;JAR;10;8
J27;S1;5;362;orange;0;JAR;n.e.intense;JAR;JAR;JAR;JAR;9;8
J27;S2;2;362;orange;0;JAR;n.e.intense;JAR;JAR;JAR;JAR;9;9
J27;S1;2;431;apple;10;r.t.light;t.intense;JAR;JAR;n.e.bitter;t.thick;6;8
J27;S2;8;431;apple;10;t.dark;t.intense;t.sweet;JAR;JAR;JAR;7;8
J27;S1;4;518;pineapple;10;t.dark;JAR;t.sweet;JAR;n.e.bitter;JAR;3;3
J27;S2;9;518;pineapple;10;JAR;JAR;JAR;JAR;JAR;JAR;10;8
J27;S1;8;694;orange;10;JAR;t.intense;JAR;JAR;JAR;t.thick;10;10
J27;S2;5;694;orange;10;JAR;JAR;JAR;JAR;n.e.bitter;JAR;9;9
J27;S1;9;759;apple;20;r.t.dark;r.t.intense;JAR;n.e.acid;n.e.bitter;t.thick;2;1
J27;S2;3;759;apple;20;r.t.dark;r.t.intense;JAR;n.e.acid;n.e.bitter;JAR;5;8
J27;S1;7;876;pineapple;20;t.dark;JAR;n.e.sweet;n.e.acid;JAR;r.t.thick;2;6
J27;S2;1;876;pineapple;20;JAR;JAR;n.e.sweet;JAR;JAR;JAR;7;8
J27;S1;3;983;orange;20;r.t.dark;t.intense;JAR;n.e.acid;JAR;t.thick;8;6
J27;S2;4;983;orange;20;t.dark;JAR;JAR;JAR;JAR;JAR;8;6
J28;S1;6;127;apple;0;r.t.light;r.t.intense;r.t.sweet;n.e.acid;JAR;t.fluid;1;2
J28;S2;6;127;apple;0;t.dark;r.t.intense;r.t.sweet;n.e.acid;JAR;t.fluid;0;2
J28;S1;7;245;pineapple;0;JAR;JAR;r.t.sweet;n.e.acid;JAR;t.thick;6;9
J28;S2;1;245;pineapple;0;JAR;JAR;t.sweet;JAR;JAR;JAR;5;3
J28;S1;3;362;orange;0;t.light;JAR;r.t.sweet;n.e.acid;JAR;JAR;5;5
J28;S2;5;362;orange;0;t.light;t.intense;t.sweet;t.acid;JAR;t.fluid;3;5
J28;S1;9;431;apple;10;r.t.dark;r.t.intense;r.t.sweet;n.e.acid;JAR;JAR;1;2
J28;S2;2;431;apple;10;t.dark;t.intense;r.t.sweet;JAR;JAR;JAR;1;1
J28;S1;8;518;pineapple;10;t.dark;JAR;r.t.sweet;JAR;JAR;JAR;7;5
J28;S2;4;518;pineapple;10;t.dark;JAR;JAR;JAR;JAR;JAR;7;7
J28;S1;4;694;orange;10;JAR;JAR;r.t.sweet;JAR;JAR;t.thick;3;4
J28;S2;8;694;orange;10;JAR;t.intense;r.t.sweet;JAR;JAR;JAR;2;3
J28;S1;2;759;apple;20;r.t.dark;n.e.intense;t.sweet;t.acid;JAR;JAR;2;2
J28;S2;9;759;apple;20;r.t.dark;r.t.intense;r.t.sweet;n.e.acid;JAR;JAR;0;1
J28;S1;1;876;pineapple;20;t.dark;JAR;t.sweet;JAR;JAR;t.thick;8;8
J28;S2;7;876;pineapple;20;r.t.dark;JAR;JAR;n.e.acid;t.bitter;JAR;1;2
J28;S1;5;983;orange;20;t.dark;JAR;JAR;JAR;JAR;JAR;7;6
J28;S2;3;983;orange;20;JAR;JAR;JAR;JAR;JAR;JAR;7;8
J29;S1;9;127;apple;0;r.t.light;n.e.intense;r.t.sweet;t.acid;JAR;r.t.fluid;1;2
J29;S2;6;127;apple;0;r.t.light;t.intense;r.t.sweet;JAR;JAR;r.t.fluid;0;1
J29;S1;3;245;pineapple;0;t.light;JAR;JAR;JAR;JAR;JAR;9;7
J29;S2;7;245;pineapple;0;t.light;JAR;JAR;JAR;JAR;t.fluid;9;9
J29;S1;2;362;orange;0;t.light;r.n.e.intense;JAR;JAR;JAR;t.fluid;7;2
J29;S2;3;362;orange;0;t.light;JAR;JAR;JAR;JAR;t.fluid;6;4
J29;S1;5;431;apple;10;t.dark;n.e.intense;t.sweet;n.e.acid;t.bitter;t.fluid;3;3
J29;S2;9;431;apple;10;t.dark;JAR;r.t.sweet;JAR;JAR;t.fluid;0;3
J29;S1;7;518;pineapple;10;JAR;n.e.intense;JAR;t.acid;JAR;t.fluid;6;7
J29;S2;8;518;pineapple;10;JAR;n.e.intense;n.e.sweet;n.e.acid;JAR;t.fluid;3;4
J29;S1;8;694;orange;10;JAR;r.n.e.intense;JAR;JAR;JAR;JAR;5;2
J29;S2;4;694;orange;10;t.dark;n.e.intense;t.sweet;JAR;JAR;t.fluid;5;4
J29;S1;6;759;apple;20;r.t.dark;n.e.intense;r.t.sweet;t.acid;JAR;t.fluid;2;1
J29;S2;2;759;apple;20;t.dark;t.intense;r.t.sweet;JAR;JAR;t.fluid;2;2
J29;S1;4;876;pineapple;20;t.dark;r.n.e.intense;JAR;t.acid;JAR;JAR;3;4
J29;S2;1;876;pineapple;20;t.dark;n.e.intense;JAR;JAR;JAR;t.fluid;6;4
J29;S1;1;983;orange;20;t.dark;JAR;JAR;JAR;JAR;t.fluid;5;4
J29;S2;5;983;orange;20;JAR;n.e.intense;JAR;JAR;JAR;t.fluid;5;5
J3;S1;3;127;apple;0;r.t.light;n.e.intense;r.t.sweet;t.acid;t.bitter;r.t.fluid;1;0
J3;S2;9;127;apple;0;r.t.light;t.intense;r.t.sweet;r.t.acid;r.t.bitter;r.t.fluid;0;0
J3;S1;7;245;pineapple;0;t.light;JAR;JAR;t.acid;t.bitter;t.fluid;9;10
J3;S2;6;245;pineapple;0;t.light;JAR;t.sweet;t.acid;t.bitter;t.fluid;6;3
J3;S1;4;362;orange;0;t.light;JAR;n.e.sweet;r.t.acid;t.bitter;JAR;2;3
J3;S2;3;362;orange;0;t.light;JAR;t.sweet;t.acid;t.bitter;JAR;9;9
J3;S1;8;431;apple;10;r.t.dark;JAR;r.t.sweet;r.t.acid;r.t.bitter;t.fluid;0;0
J3;S2;2;431;apple;10;t.dark;n.e.intense;t.sweet;t.acid;t.bitter;JAR;4;3
J3;S1;2;518;pineapple;10;t.dark;JAR;t.sweet;t.acid;t.bitter;JAR;6;3
J3;S2;5;518;pineapple;10;JAR;n.e.intense;JAR;t.acid;t.bitter;JAR;9;8
J3;S1;1;694;orange;10;t.dark;JAR;JAR;JAR;JAR;JAR;8;7
J3;S2;7;694;orange;10;JAR;JAR;t.sweet;r.t.acid;r.t.bitter;JAR;2;1
J3;S1;6;759;apple;20;t.dark;JAR;r.t.sweet;r.t.acid;r.t.bitter;t.thick;2;4
J3;S2;1;759;apple;20;t.dark;JAR;r.t.sweet;r.t.acid;r.t.bitter;t.fluid;0;1
J3;S1;9;876;pineapple;20;JAR;JAR;t.sweet;t.acid;t.bitter;JAR;6;8
J3;S2;4;876;pineapple;20;JAR;JAR;t.sweet;JAR;JAR;JAR;9;9
J3;S1;5;983;orange;20;t.dark;n.e.intense;r.t.sweet;r.t.acid;r.t.bitter;t.thick;0;3
J3;S2;8;983;orange;20;t.dark;JAR;JAR;t.acid;r.t.bitter;JAR;2;2
J30;S1;8;127;apple;0;r.t.light;n.e.intense;t.sweet;n.e.acid;JAR;JAR;4;3
J30;S2;9;127;apple;0;r.t.light;t.intense;r.t.sweet;JAR;JAR;t.thick;3;1
J30;S1;5;245;pineapple;0;r.t.light;n.e.intense;JAR;JAR;JAR;t.thick;7;5
J30;S2;3;245;pineapple;0;t.light;n.e.intense;n.e.sweet;JAR;JAR;t.fluid;5;1
J30;S1;1;362;orange;0;JAR;JAR;t.sweet;JAR;r.n.e.bitter;JAR;7;6
J30;S2;2;362;orange;0;r.t.light;n.e.intense;JAR;n.e.acid;JAR;t.fluid;6;5
J30;S1;7;431;apple;10;r.t.light;n.e.intense;r.t.sweet;n.e.acid;JAR;r.t.thick;2;2
J30;S2;5;431;apple;10;JAR;JAR;JAR;JAR;JAR;t.fluid;3;8
J30;S1;9;518;pineapple;10;t.dark;n.e.intense;JAR;n.e.acid;JAR;t.thick;5;7
J30;S2;7;518;pineapple;10;JAR;n.e.intense;JAR;JAR;JAR;JAR;8;4
J30;S1;6;694;orange;10;t.dark;r.n.e.intense;JAR;t.acid;n.e.bitter;JAR;5;2
J30;S2;8;694;orange;10;JAR;JAR;JAR;t.acid;JAR;JAR;6;6
J30;S1;4;759;apple;20;r.t.dark;n.e.intense;t.sweet;JAR;t.bitter;t.thick;3;1
J30;S2;6;759;apple;20;r.t.dark;t.intense;t.sweet;JAR;JAR;t.thick;2;1
J30;S1;2;876;pineapple;20;t.dark;n.e.intense;n.e.sweet;t.acid;n.e.bitter;t.fluid;4;2
J30;S2;4;876;pineapple;20;r.t.dark;JAR;n.e.sweet;JAR;JAR;t.thick;3;7
J30;S1;3;983;orange;20;t.light;r.n.e.intense;JAR;JAR;JAR;t.fluid;8;6
J30;S2;1;983;orange;20;t.dark;n.e.intense;JAR;n.e.acid;JAR;JAR;5;3
J31;S1;4;127;apple;0;r.t.light;r.n.e.intense;t.sweet;t.acid;JAR;JAR;0;7
J31;S2;8;127;apple;0;r.t.light;JAR;JAR;r.t.acid;JAR;t.fluid;1;8
J31;S1;9;245;pineapple;0;JAR;JAR;JAR;JAR;JAR;t.thick;9;10
J31;S2;5;245;pineapple;0;JAR;n.e.intense;JAR;JAR;JAR;JAR;7;8
J31;S1;5;362;orange;0;JAR;JAR;JAR;t.acid;JAR;t.thick;9;8
J31;S2;1;362;orange;0;JAR;n.e.intense;JAR;JAR;JAR;JAR;8;9
J31;S1;8;431;apple;10;t.dark;t.intense;JAR;t.acid;n.e.bitter;t.fluid;3;6
J31;S2;7;431;apple;10;r.t.dark;JAR;JAR;t.acid;JAR;JAR;2;5
J31;S1;6;518;pineapple;10;t.dark;JAR;JAR;JAR;JAR;JAR;10;10
J31;S2;9;518;pineapple;10;t.dark;JAR;n.e.sweet;JAR;JAR;JAR;6;9
J31;S1;2;694;orange;10;JAR;JAR;JAR;JAR;JAR;t.thick;8;7
J31;S2;6;694;orange;10;JAR;JAR;JAR;t.acid;JAR;JAR;2;7
J31;S1;1;759;apple;20;JAR;t.intense;JAR;JAR;JAR;t.thick;4;5
J31;S2;4;759;apple;20;r.t.dark;t.intense;t.sweet;n.e.acid;JAR;t.thick;1;6
J31;S1;3;876;pineapple;20;t.dark;JAR;JAR;JAR;JAR;JAR;10;10
J31;S2;2;876;pineapple;20;r.t.dark;t.intense;JAR;JAR;JAR;t.thick;7;8
J31;S1;7;983;orange;20;t.dark;JAR;n.e.sweet;t.acid;JAR;JAR;5;6
J31;S2;3;983;orange;20;t.dark;t.intense;n.e.sweet;t.acid;JAR;t.thick;3;6
J32;S1;1;127;apple;0;r.t.light;n.e.intense;r.t.sweet;r.t.acid;t.bitter;t.thick;3;3
J32;S2;4;127;apple;0;r.t.light;n.e.intense;t.sweet;n.e.acid;JAR;r.t.fluid;4;0
J32;S1;6;245;pineapple;0;r.t.light;JAR;JAR;JAR;JAR;t.fluid;6;4
J32;S2;9;245;pineapple;0;r.t.light;n.e.intense;t.sweet;JAR;JAR;t.fluid;7;5
J32;S1;9;362;orange;0;t.light;r.n.e.intense;JAR;t.acid;JAR;t.fluid;5;2
J32;S2;5;362;orange;0;t.dark;n.e.intense;r.t.sweet;t.acid;JAR;t.fluid;1;1
J32;S1;4;431;apple;10;t.light;t.intense;t.sweet;t.acid;t.bitter;r.t.fluid;2;0
J32;S2;8;431;apple;10;r.t.dark;n.e.intense;r.t.sweet;r.t.acid;n.e.bitter;r.t.fluid;1;1
J32;S1;2;518;pineapple;10;t.dark;JAR;t.sweet;JAR;JAR;JAR;8;9
J32;S2;6;518;pineapple;10;JAR;n.e.intense;t.sweet;t.acid;t.bitter;JAR;6;7
J32;S1;3;694;orange;10;JAR;n.e.intense;t.sweet;r.t.acid;t.bitter;r.t.fluid;6;2
J32;S2;2;694;orange;10;JAR;n.e.intense;t.sweet;t.acid;JAR;JAR;6;6
J32;S1;5;759;apple;20;r.t.dark;n.e.intense;r.t.sweet;t.acid;JAR;r.t.fluid;4;2
J32;S2;1;759;apple;20;t.dark;t.intense;t.sweet;t.acid;JAR;t.fluid;4;5
J32;S1;7;876;pineapple;20;t.dark;n.e.intense;r.n.e.sweet;t.acid;r.t.bitter;JAR;4;6
J32;S2;3;876;pineapple;20;t.dark;JAR;JAR;JAR;JAR;JAR;8;9
J32;S1;8;983;orange;20;JAR;n.e.intense;t.sweet;r.t.acid;t.bitter;t.fluid;3;5
J32;S2;7;983;orange;20;JAR;n.e.intense;t.sweet;t.acid;JAR;JAR;6;6
J33;S1;5;127;apple;0;t.light;n.e.intense;r.t.sweet;n.e.acid;n.e.bitter;t.fluid;1;3
J33;S2;1;127;apple;0;t.light;JAR;t.sweet;n.e.acid;JAR;t.fluid;4;3
J33;S1;2;245;pineapple;0;JAR;JAR;t.sweet;JAR;JAR;JAR;8;8
J33;S2;6;245;pineapple;0;t.light;JAR;JAR;JAR;JAR;JAR;7;2
J33;S1;6;362;orange;0;t.light;n.e.intense;JAR;JAR;JAR;JAR;8;2
J33;S2;9;362;orange;0;t.light;n.e.intense;t.sweet;n.e.acid;JAR;JAR;4;6
J33;S1;1;431;apple;10;t.dark;t.intense;t.sweet;n.e.acid;JAR;JAR;2;7
J33;S2;4;431;apple;10;r.t.dark;r.t.intense;t.sweet;n.e.acid;n.e.bitter;JAR;2;7
J33;S1;3;518;pineapple;10;t.dark;n.e.intense;t.sweet;JAR;t.bitter;JAR;3;6
J33;S2;2;518;pineapple;10;t.dark;JAR;JAR;JAR;JAR;JAR;5;7
J33;S1;7;694;orange;10;t.dark;n.e.intense;JAR;JAR;t.bitter;JAR;2;6
J33;S2;3;694;orange;10;t.dark;JAR;t.sweet;JAR;JAR;JAR;6;8
J33;S1;9;759;apple;20;r.t.dark;t.intense;JAR;n.e.acid;JAR;JAR;6;7
J33;S2;5;759;apple;20;r.t.dark;t.intense;t.sweet;n.e.acid;t.bitter;JAR;3;7
J33;S1;8;876;pineapple;20;r.t.dark;JAR;JAR;n.e.acid;t.bitter;JAR;4;6
J33;S2;7;876;pineapple;20;r.t.dark;t.intense;t.sweet;n.e.acid;t.bitter;JAR;2;6
J33;S1;4;983;orange;20;t.dark;JAR;JAR;n.e.acid;JAR;JAR;6;7
J33;S2;8;983;orange;20;r.t.dark;r.t.intense;t.sweet;n.e.acid;n.e.bitter;JAR;1;8
J34;S1;3;127;apple;0;t.light;r.n.e.intense;r.t.sweet;n.e.acid;JAR;JAR;4;3
J34;S2;5;127;apple;0;r.t.light;JAR;t.sweet;JAR;JAR;t.fluid;6;4
J34;S1;4;245;pineapple;0;JAR;JAR;JAR;JAR;JAR;JAR;3;2
J34;S2;2;245;pineapple;0;JAR;JAR;JAR;JAR;JAR;JAR;4;4
J34;S1;8;362;orange;0;t.light;n.e.intense;n.e.sweet;JAR;t.bitter;JAR;1;1
J34;S2;6;362;orange;0;JAR;n.e.intense;JAR;JAR;JAR;JAR;5;3
J34;S1;2;431;apple;10;t.dark;JAR;t.sweet;JAR;JAR;t.thick;3;6
J34;S2;1;431;apple;10;t.dark;JAR;JAR;JAR;JAR;JAR;6;6
J34;S1;1;518;pineapple;10;JAR;JAR;t.sweet;JAR;JAR;JAR;3;3
J34;S2;3;518;pineapple;10;t.dark;n.e.intense;JAR;JAR;JAR;t.thick;4;3
J34;S1;5;694;orange;10;JAR;n.e.intense;JAR;JAR;JAR;JAR;3;4
J34;S2;7;694;orange;10;t.dark;n.e.intense;n.e.sweet;JAR;t.bitter;t.thick;3;3
J34;S1;7;759;apple;20;t.dark;JAR;JAR;JAR;JAR;JAR;5;5
J34;S2;9;759;apple;20;t.dark;JAR;JAR;JAR;JAR;t.thick;6;5
J34;S1;9;876;pineapple;20;t.dark;JAR;JAR;JAR;JAR;JAR;3;2
J34;S2;8;876;pineapple;20;t.dark;JAR;n.e.sweet;JAR;JAR;t.thick;3;3
J34;S1;6;983;orange;20;t.dark;n.e.intense;JAR;JAR;JAR;t.thick;1;3
J34;S2;4;983;orange;20;t.dark;t.intense;JAR;JAR;t.bitter;t.thick;4;3
J35;S1;2;127;apple;0;JAR;JAR;r.t.sweet;n.e.acid;JAR;JAR;4;3
J35;S2;3;127;apple;0;t.light;JAR;r.t.sweet;JAR;JAR;t.fluid;5;4
J35;S1;8;245;pineapple;0;JAR;JAR;JAR;JAR;JAR;JAR;9;8
J35;S2;4;245;pineapple;0;JAR;JAR;JAR;JAR;JAR;JAR;9;9
J35;S1;7;362;orange;0;t.light;r.n.e.intense;JAR;JAR;JAR;t.fluid;5;3
J35;S2;8;362;orange;0;JAR;n.e.intense;t.sweet;JAR;JAR;t.fluid;8;3
J35;S1;6;431;apple;10;t.dark;JAR;r.t.sweet;JAR;JAR;t.fluid;5;6
J35;S2;2;431;apple;10;t.dark;t.intense;r.t.sweet;JAR;JAR;t.fluid;2;4
J35;S1;4;518;pineapple;10;JAR;JAR;t.sweet;JAR;JAR;JAR;7;8
J35;S2;1;518;pineapple;10;t.dark;t.intense;JAR;JAR;t.bitter;JAR;4;4
J35;S1;1;694;orange;10;t.dark;JAR;t.sweet;JAR;JAR;t.fluid;4;6
J35;S2;5;694;orange;10;t.dark;JAR;t.sweet;JAR;JAR;JAR;7;5
J35;S1;3;759;apple;20;t.dark;t.intense;r.t.sweet;JAR;JAR;JAR;4;7
J35;S2;7;759;apple;20;r.t.dark;t.intense;r.t.sweet;t.acid;JAR;JAR;2;5
J35;S1;5;876;pineapple;20;t.dark;n.e.intense;JAR;n.e.acid;JAR;JAR;6;8
J35;S2;9;876;pineapple;20;t.dark;JAR;t.sweet;n.e.acid;JAR;JAR;5;6
J35;S1;9;983;orange;20;t.dark;r.n.e.intense;t.sweet;t.acid;JAR;JAR;6;5
J35;S2;6;983;orange;20;t.dark;JAR;t.sweet;t.acid;JAR;JAR;3;5
J36;S1;7;127;apple;0;r.t.light;t.intense;r.t.sweet;t.acid;t.bitter;r.t.fluid;1;2
J36;S2;2;127;apple;0;r.t.light;r.n.e.intense;r.t.sweet;r.t.acid;JAR;r.t.fluid;1;1
J36;S1;1;245;pineapple;0;t.light;JAR;JAR;t.acid;JAR;JAR;7;7
J36;S2;8;245;pineapple;0;JAR;JAR;JAR;JAR;JAR;JAR;8;7
J36;S1;4;362;orange;0;JAR;JAR;JAR;JAR;JAR;JAR;8;8
J36;S2;7;362;orange;0;t.light;JAR;JAR;t.acid;JAR;JAR;6;5
J36;S1;3;431;apple;10;t.light;t.intense;r.t.sweet;JAR;JAR;t.fluid;4;3
J36;S2;6;431;apple;10;t.light;t.intense;t.sweet;r.t.acid;JAR;t.fluid;4;4
J36;S1;5;518;pineapple;10;JAR;JAR;t.sweet;t.acid;JAR;JAR;7;8
J36;S2;4;518;pineapple;10;JAR;JAR;JAR;JAR;JAR;JAR;9;9
J36;S1;9;694;orange;10;JAR;JAR;JAR;t.acid;JAR;JAR;7;8
J36;S2;1;694;orange;10;JAR;JAR;JAR;t.acid;t.bitter;JAR;7;7
J36;S1;8;759;apple;20;t.dark;t.intense;r.t.sweet;t.acid;JAR;t.fluid;2;3
J36;S2;3;759;apple;20;t.dark;t.intense;t.sweet;r.t.acid;JAR;JAR;3;3
J36;S1;6;876;pineapple;20;t.dark;JAR;n.e.sweet;JAR;JAR;JAR;6;7
J36;S2;5;876;pineapple;20;t.dark;JAR;JAR;t.acid;JAR;JAR;7;8
J36;S1;2;983;orange;20;r.t.dark;t.intense;JAR;t.acid;t.bitter;t.thick;4;4
J36;S2;9;983;orange;20;t.dark;t.intense;JAR;t.acid;t.bitter;JAR;5;7
J37;S1;2;127;apple;0;r.t.light;t.intense;t.sweet;JAR;t.bitter;t.fluid;2;2
J37;S2;7;127;apple;0;r.t.light;t.intense;t.sweet;JAR;JAR;r.t.fluid;6;1
J37;S1;4;245;pineapple;0;JAR;JAR;JAR;JAR;t.bitter;t.fluid;7;7
J37;S2;1;245;pineapple;0;JAR;JAR;JAR;JAR;JAR;JAR;8;7
J37;S1;8;362;orange;0;JAR;n.e.intense;JAR;JAR;t.bitter;JAR;6;6
J37;S2;4;362;orange;0;t.light;r.n.e.intense;t.sweet;JAR;t.bitter;JAR;6;3
J37;S1;3;431;apple;10;t.dark;JAR;t.sweet;JAR;JAR;JAR;5;3
J37;S2;3;431;apple;10;t.dark;t.intense;t.sweet;JAR;JAR;t.fluid;4;6
J37;S1;9;518;pineapple;10;JAR;JAR;JAR;JAR;JAR;t.thick;8;7
J37;S2;5;518;pineapple;10;JAR;n.e.intense;JAR;JAR;t.bitter;t.thick;3;5
J37;S1;7;694;orange;10;JAR;n.e.intense;JAR;t.acid;t.bitter;JAR;5;4
J37;S2;9;694;orange;10;JAR;n.e.intense;JAR;JAR;t.bitter;JAR;6;4
J37;S1;6;759;apple;20;t.dark;JAR;t.sweet;JAR;t.bitter;JAR;6;5
J37;S2;8;759;apple;20;t.dark;n.e.intense;t.sweet;JAR;t.bitter;t.thick;3;1
J37;S1;1;876;pineapple;20;t.dark;JAR;JAR;r.t.acid;r.t.bitter;JAR;2;4
J37;S2;6;876;pineapple;20;t.dark;r.n.e.intense;n.e.sweet;t.acid;t.bitter;t.thick;2;2
J37;S1;5;983;orange;20;JAR;n.e.intense;t.sweet;t.acid;t.bitter;JAR;2;3
J37;S2;2;983;orange;20;t.dark;n.e.intense;JAR;JAR;t.bitter;t.thick;5;5
J38;S1;9;127;apple;0;r.t.light;r.n.e.intense;t.sweet;JAR;JAR;r.t.fluid;2;2
J38;S2;2;127;apple;0;r.t.light;n.e.intense;t.sweet;JAR;JAR;r.t.fluid;3;4
J38;S1;7;245;pineapple;0;r.t.light;n.e.intense;JAR;JAR;JAR;t.fluid;4;3
J38;S2;4;245;pineapple;0;t.light;JAR;JAR;JAR;JAR;t.fluid;6;5
J38;S1;3;362;orange;0;r.t.light;n.e.intense;n.e.sweet;n.e.acid;r.t.bitter;t.fluid;0;1
J38;S2;8;362;orange;0;t.light;n.e.intense;JAR;n.e.acid;t.bitter;t.fluid;3;4
J38;S1;6;431;apple;10;JAR;n.e.intense;n.e.sweet;t.acid;n.e.bitter;t.fluid;2;1
J38;S2;3;431;apple;10;JAR;t.intense;JAR;n.e.acid;t.bitter;JAR;2;5
